1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
574.6,563.1,559.2,567.1,613.7,1356.3,1470.8,1451,709.6,672,598.2,558.5,520.7,529.6,542.1,564.1,629.3,1685.8,2017.1,1898.8,1452.5,597.7,526.5,515.7
497.5,489.2,491,498.1,539.3,1278.8,1533,1702.9,881.4,867.3,809.2,798,774.3,774.8,800.4,813.8,834.8,2113.6,2476.6,2306.6,1833.6,707.1,705.4,621.9
595.3,588.8,616.4,612.4,638.7,1440.9,1670.4,1792.1,907.6,861.8,814.3,696.8,740.7,712.6,728.7,753.2,777.1,2075.9,2417,2050.2,1533.7,727.8,664.2,631.2
603.2,612.5,586,599.8,664.1,1453,1738,1885.2,910.7,862,826.4,819.4,797,784.8,801.1,838.5,830.7,2413,2405.3,2188,1641.7,728.2,663.8,668.1
637.5,616.9,623.3,630.7,690.9,1590.8,1826.4,1931.2,918.4,848.9,849.6,792.1,798.8,795.5,809.8,830,841.6,2130.6,2475.6,2190.7,1668.3,721.5,653.7,638.3
612.7,617.9,605.9,619.2,659.6,1557.3,1748.2,1944.3,888.4,843.8,826.2,790.4,801.1,814,815.2,847.1,925.7,2094.8,2460.4,2192.8,1628.9,729.4,676.6,647
627.1,616.3,623.9,634.8,672.8,1535.1,1754.7,1937.9,875.9,881.9,862.1,817.7,806.6,763,752.5,780.5,769,2091.2,2480.1,2261.5,1883.7,722.3,646.6,628.4
607.3,586.9,593.8,620,673.4,1427.5,1795.5,1911.7,894.5,867.3,849.4,809.3,801.2,801.2,784.7,791.4,805.5,2359.1,2511,2328,1615.7,733,647.8,618.5
601.5,616.9,602.9,622.5,661.6,1397.5,1687.6,1869.3,890.1,845.5,836.4,820.6,782.6,811.7,836.4,864.2,863.9,2536.4,2507.3,2328,1635.6,726.4,668.9,644.2
614.3,611,590.4,590.8,604.2,1354.5,1569.6,1744.6,854.4,793.9,776.3,747.2,722.2,703.1,761.7,787.3,807.3,1738.1,1804.9,1825.1,1611,707.2,633.3,590.2
606.7,608.1,583.3,604.8,634.3,1402.7,1739.5,1892.2,890.7,846.4,813,801.6,796.6,788,804.1,824.4,976.2,2396.2,2451.5,2360.8,1751.2,695,636.4,611.9
601.2,589.5,599,610.7,662.3,1507.3,1760.7,1972.4,920.1,763.6,846.1,812.3,799.9,815.7,824.1,846.6,891,2438.9,2498.8,2279.2,1802.6,763.7,682.7,650.3
626,621.3,620.3,607.1,677.1,1528.9,1749,1883.2,924.6,884.3,870.4,831,813.8,817.8,811.3,890.2,1004.1,2493.5,2500.4,2078.3,1693.6,846.5,689.7,679.2
627.9,617.4,616.6,600.7,656.7,1491.6,1789.8,1920.5,900.5,875.1,825.6,789.9,786.7,787.8,802.2,835.7,998.3,2466.1,2494,2057.8,1658.8,727.5,682,629.8
609.3,595.6,590.5,563.7,642.8,1510.5,1262.3,1894,883.3,869.1,823,793.2,789.6,784.1,810.7,838.7,841.9,1840.4,2466.5,2231.9,1841.1,725.8,662.4,640.6
612.7,606.7,600.1,600.8,653.1,1514,1797.5,1938.3,948,871.6,828,811.3,792,798.5,834.3,844.9,1016.1,2425.1,2451.9,2204.2,1650.7,747.5,682,642.5
593.8,591.7,600,596.1,639,1430.3,1658.4,1811.8,904.7,847.1,761.1,751.7,708.5,724.2,731.5,732.1,778.3,1749.5,1810.5,1962.2,1788.1,707.1,657.1,635.7
617.3,594.4,607.7,553.7,674.1,1591.5,1839.3,1998.4,914.6,897,857.4,834.6,810.4,830.6,808.7,843.6,956.9,2406.5,2464.4,2152.3,1668.4,750.1,702,665.7
640.7,631.5,618.6,629.3,664.1,1500.1,1735.5,1972.5,974.8,908.7,856.4,814.2,803.4,787.4,805.3,840.3,812.3,2229.1,2495.7,2220.8,1675.5,731.7,665,642.7
616.7,608.2,608.7,605.9,659.1,1498.3,1758.3,1956.7,937.7,905.7,888.4,832.9,837.2,825.5,820.7,837.8,795.2,2102.1,2466.3,2191.4,1691.7,730.9,675.8,642.1
616.9,613.5,602.6,607.2,105.3,1146.3,1802.3,1980.7,922.9,885.2,864.2,848.2,830.7,855.9,867,870.5,823.2,1061.7,2260.8,2226.3,1769.5,759.2,692.6,672.4
645.1,623.3,605.9,610.2,659.3,1506.9,1779.5,1954,940.7,909.3,860.6,800.3,813.1,816,844.8,861.6,863.4,2064.2,2546.9,2419.9,1969.6,772.4,701.2,696.8
655.5,649.7,639.1,621.7,677.3,1541.3,1806,1992.2,928.3,897.1,823,791.3,790.9,788,779.8,819,795.7,2402.7,2145.6,2328.8,1907.6,736.7,694.3,651.5
107.4,583.4,562.8,590,622.4,1369.2,1582.6,1767.3,871,845,787.7,783.7,720.5,726,723.8,720.3,870.9,2174.7,2450.2,2141.7,1688.2,718.8,643.6,617.4
579,577.6,572.6,573.2,624.3,1386.8,1689.7,1935.8,931.3,884.8,865.2,846.3,820.8,895.9,910.3,909.9,951.1,2267.2,2514.8,2152.7,1690.5,770.2,674.9,664.4
630.2,629.1,613.1,628.2,672.1,1500.3,1801.8,1963.3,932.1,885.1,861.3,785.5,822.8,814.6,797.7,822.9,788.5,2135.3,2483.7,2334.2,1800.5,757,679.9,643
611.5,593.6,597.9,612.3,656.4,1474.4,1758.9,1969.6,916.2,889.4,876.8,835.3,822,843.9,812.6,838,917.2,2348.3,2279.4,2318.8,1938.4,746.2,680,663.4
648.6,619.8,620.8,626.8,668.4,1474.8,1854,2051.2,929.9,983.8,922.1,854.2,821.4,793.1,793.6,837.6,1044.6,1944.4,2523.2,2249.8,1690,742,684.7,644.3
630.1,626.9,629.7,625,656.4,1386.6,1661.6,1896.4,945.5,922.9,862.4,852,843.4,823.9,844.1,842.6,805.3,2345.7,2492.6,2266.4,1812.6,760.4,691.3,656.2
555.2,605.9,603.1,612.8,658.6,1456.4,1803.4,2034.9,903.6,939.6,871.3,855.8,828.6,840,845.8,868.5,875.6,2402.2,2542,2279.2,1755.4,779,688.3,657.5
620.9,617.9,614.6,622.7,634.7,1391.3,1564.2,1839,921.6,908,850.5,807.9,763.9,739.7,716.6,757.8,769.9,2020.4,2442.6,2276.7,1830.6,743.6,683.5,647.6
611.3,591.2,587.5,608.4,615.9,1372.7,1708.9,1959.2,999.1,917.8,931.7,855.1,854.1,864.2,870.5,923,919.1,2540.4,2598.8,2464.1,2132.9,781.9,726.9,693
665,642.1,654.9,650.9,685.5,1587.6,1901.8,2090.4,1000.7,957.4,943.2,878.5,858.8,861.7,878.8,913.5,896.3,2396.2,2598.4,2493.6,2116.3,786.9,727.7,700.3
669.4,649.3,650.7,655.3,691,1495.7,1637.3,1991.5,990.4,984.5,958.2,896.7,880.4,874,863.5,862.2,899.9,2449.8,2632.5,2459.1,2177.2,805.8,715.3,683.7
647.5,632.4,618,616.8,676,1684.6,1771.6,2141.3,1052.5,143.5,920.3,906,876.1,874.9,860.7,902.5,815.6,2291.1,2492.3,2481.5,2036.9,838.6,747.2,691.1
668,658.2,641.9,630.1,676.4,1466.7,1822.3,2051.1,917.5,907.6,889.3,861.1,842.3,836.1,809.4,848.1,850.5,2255.4,2655.7,2517.2,1947.7,841.6,726.1,698.4
670.6,670.4,661.8,653.8,631.9,1518.2,1854.2,2019.5,1037.4,966.7,961,898.1,895.1,858,805.3,802.3,785.3,2376.5,2552.8,2514.2,1997.5,837.4,733.1,716.5
682.9,655.9,636.8,632.8,685.1,1466.1,1747.7,1958.8,999.8,945.8,877.7,829.4,779.7,771.5,777,783.8,772.7,2210.5,2541,2463.8,1934.5,805.7,740.2,702.2
627,612.4,628.5,629.3,669.7,1531,1848.8,2104.1,1063.3,1079.5,937.5,912.2,868.4,873.8,891.6,906.2,1010.5,2329.1,2585,2209.8,1912.8,846.2,757.7,701.3
662.5,633.6,621.6,621.3,662.5,1455.2,1789.1,1872.9,888.9,856.5,823.2,769.5,738.6,694,719.8,723.7,705.5,2106.8,2446.1,2218.6,1771.9,775.2,704.7,646.1
612.5,610.9,606.3,580.1,634.4,1371.5,1625.2,1872,911.5,910,870.9,874.8,852.9,795.7,754,780.3,1015.9,2209.1,2474.2,2469.3,1786.6,792,723.9,686.4
632.6,635.1,628,637.4,646.7,1469.6,1745,1980.8,971.9,928.3,902.3,842.6,815.3,799.2,826.1,852.7,834.9,2293.3,2557.3,2274.1,1953.7,758.2,695.9,621.6
647.9,609.3,602.8,614.1,625.7,1504.6,1645.2,1782.9,888.4,934.9,888.4,874.4,881.7,864.2,856.3,886.2,794,2264,2575.5,2275,1878.2,814.5,731.8,704.9
672,646.2,677.4,635.5,659.5,1493.4,1618.3,1854.2,936.9,942.9,908.8,877.7,847.4,845.2,824,860.2,836.5,1148.3,1340.2,2353.7,1756.4,752,695.8,680.7
650.2,628.6,615.9,629.8,658.3,1423,1609.2,1866,913.1,889.9,842.7,818.8,778.1,729.8,724.2,739.2,714.9,2050.5,2473,2247,1743.1,736.1,678.1,648.5
606.5,602.5,599.7,605.2,653.9,1445.5,1775.3,1986,1038.3,924.9,909.5,890.4,707.8,843,845.4,881.9,832.3,1738.6,2266.7,2389.1,1786,770.6,690.1,658.5
621.5,614.2,628.2,619.9,671.3,1544.4,1921.1,2059.3,923.5,908,922.6,902.3,875.9,866.4,845.6,871.2,882.1,1381.8,2549.3,2395.3,1924.2,796.5,717.3,680.7
621,620.3,600.2,600.2,630.8,1428,1672.6,1835.8,942.3,885.4,841.5,457.5,800.2,778.2,760.4,782.8,783,2167.9,2509.5,2378.7,1789.2,793.9,674.6,642.8
640.1,577.2,591.3,614,654.5,1403.5,1746.3,1853.6,849.3,814,832.7,836.1,843.4,867.3,869.3,870.6,849.7,1237,1388.6,2156.1,1797.3,779.4,712.2,666.8
643.1,648.8,622.9,621.4,660.9,1540.7,1820.9,2050.3,978.2,904.1,889.6,873.7,814,834.3,817.9,795.6,961.9,2231.8,2526,2453.3,2077.8,776,708.3,674.5
649.8,646.2,650.1,647.2,670.5,1498.6,1851.9,1984.1,911,889.3,875.9,874.9,846.6,848,859,857.3,858.2,2262.1,2562.7,2454.8,1913.5,767.5,727.2,681.1
645.8,627.5,603.8,620.8,657.7,1462.5,1625.1,1873.4,969.9,909.6,855.8,867.3,802.8,769.9,760.8,756,763.4,1979,2446,2387.9,1988.6,752.4,693,677.4
578.7,568.1,580.5,580.5,647.2,1489.8,1756.4,2027.5,985.5,846.6,905.3,850.6,834.9,576.7,786.9,829.7,968.9,2271.9,2537.6,2429.4,2077.2,793.5,730.5,680.6
643.3,653.2,628.4,663,687,1471.2,1855,2077.2,953.5,946.5,886.5,861.9,844.8,845.6,841.3,851.3,984.1,2207.7,2540.6,2426.6,2010,796.5,719.2,679.8
639.7,628.1,626.5,627.1,669.3,1542.1,1798,2005.3,972.4,995,927.1,879.1,845.6,835.5,856.8,818.5,914,2228.7,2494.1,2462.2,1956,794.1,679.3,673.2
647.5,624.8,621,627.3,659.2,706,1730.5,2020.5,923.4,914.5,912.2,894.3,864.6,822.5,869.8,901.6,863.6,1982.7,2448.7,2395.9,2237.3,856.2,709.7,659.9
634.7,617.5,615.8,627,668.5,1545.6,1881.3,2144.2,917.1,901.5,902,836.8,805.5,826.1,812.2,848.4,784.6,2233.3,2521.9,2428.5,2326.9,790.6,710,665.5
638.8,613.6,622.5,638.5,678.5,1546.2,1852.2,2228.2,904.3,900.6,905.7,831.4,824.5,803.1,836,837.1,763.8,2096.7,2476.6,2395.7,1999,772.4,694,668.3
630.7,619.2,605.1,615.1,640.4,1430.9,1640.6,1808.1,891.8,898.2,826.2,795.3,755.8,738.6,733.2,751.2,716.9,1933.7,2386.2,2181.1,1788.9,729.8,667.6,627.1
593.4,590.7,582.3,597.7,633.3,1442.9,1705.4,1962.8,940.2,913.5,879.6,837,809.2,803.1,811.6,726.5,731.7,1812.5,2470.9,2365.3,1786.1,755,685.7,656.9
629.1,620.4,597.9,621.5,673.8,1556.3,1789.3,2025.6,943.4,873.3,835.9,816.6,705.2,726.2,811.4,820.7,773.9,1630.6,2442.4,2304.8,1749,748.7,675.1,648.7
626.1,615.7,616.1,616.6,651.5,1466.4,1825.5,2016.6,940.4,899,877.8,829.4,686.1,796.3,811.4,836.9,802.2,2077.6,2454.5,2278.1,2096.5,751.2,666.6,650.4
623.3,603.6,598.6,601.8,631.6,1515,1759.2,1971.9,907.6,900.9,886.1,835.4,829.3,785.9,834.2,834.1,966.4,2092.4,2372.4,2153.5,1729.9,747.7,701.3,670.5
601.2,602.1,609.4,605.3,645.2,1452.7,1797.2,2013.5,950.4,857.1,843,781.6,780,766.5,771.8,813.2,738.3,1943,2442.1,2159.9,1738.9,735.8,666.8,649.2
625,613.5,594.3,608.4,655.3,1474.6,1743.4,1990.3,899.6,868.5,822.6,816,793.7,787.3,744.3,710.6,744.1,1549.7,2370,2177.5,1728.8,738.3,661.6,632.5
621.5,606.7,601.3,603.7,644.4,1392.2,1697.3,1875.3,954.6,865.1,820.1,769.1,726,700.3,713,725.6,702.5,1471.3,2351.1,2231.8,1859.3,705.7,637.9,622.3
592.1,581.3,586.5,586.3,630.4,1416.5,1730.5,1972.2,935.2,871,886.4,806.2,814.9,825.1,804.1,838.9,747.5,2051.4,2426.7,2329.2,1822.7,738.5,670.9,656.6
634.6,624.5,620.6,630.2,667.9,1519.7,1747.9,1951.2,942.2,883.8,910.7,864.7,767.5,787.2,840.7,836.1,856.4,2018.9,2384.5,2272.6,1970.7,737.2,650.6,589.9
554.2,538.1,533.8,525.6,573,1207.9,1504.1,1707.3,890.4,834.2,810.7,730.5,713.7,717,729.8,730.4,682.7,1785.8,2374.1,2256.6,1910.5,777.4,715.1,671.5
603.7,583.3,586.5,594.9,633.7,1414.1,1719,1935.2,903.7,866.7,830.8,801.6,744,773.2,776.2,791.7,754,1685.4,2456.4,2316.4,2000.7,764.8,681.7,622.7
615.1,615,610.1,615.4,653.7,1443.1,1780.9,1936.2,895.4,871.8,880.4,876.3,790.1,797,786.8,788.6,721.1,1983.9,2459.3,2358.2,1962.3,743.8,678,643.1
621.6,611,597.7,603.9,660.3,1474.3,1754.1,1980,989,883.1,866.2,817.2,838.1,803.2,774.6,808.7,886,2035.9,2426.3,2073,1845.4,742.1,657.4,676
608.3,609.7,608.7,626.5,637.6,1448.2,1687.8,1849.1,918.3,857.4,809.6,743.8,711,713.1,704.1,719.9,721.2,1966.4,2341.3,2247,1843.2,681.7,639.9,623.9
594.2,574.5,586.8,579.4,628.3,1533.1,1710.2,1951.3,859.9,853,812,796,789.6,781.8,796.8,93.5,698.6,1796.5,2370.4,2246,1979.7,728.5,681.1,655.8
612.7,604,615,604.4,634.6,1472.1,1710.2,1872.7,898.5,904.9,854.2,807.5,782.7,777.4,751.3,787.4,724.5,1710.4,2396.1,2292.3,1973.2,735,659.2,647.7
627.9,601.7,611.8,617,652.8,1459.2,1741.9,1944.3,977.2,898.5,861.6,824.6,821.1,820.5,819.8,816.2,754.9,1768.3,2329.6,2267.9,1742.4,728.5,655,634.3
617.3,615.5,610.2,605,628.8,1439.5,1718.4,1961,901.6,864.6,840.3,767.4,776.9,820.3,807.6,821.7,806.4,2151,2346.1,2247.5,1815.7,725.9,671,658.2
625.9,599.2,598.2,619.3,667.9,1520.5,1699.5,1832.9,834.9,818.3,832.7,802.9,799.3,784.8,755.6,847.3,758.2,1774.9,2295.2,2274.5,2076.3,767.2,675,646.9
614.9,608,605,606.5,641.5,1451.8,1777,1966.7,883.3,869.6,850.4,843,817.2,800.6,789.8,791.2,791.3,1886.4,2372.9,2225.2,2005.7,736.8,668.6,650.8
611.3,612.6,605.3,621.5,652.9,1442,1668.6,1796.2,882,829.9,776.6,737.8,720.1,695.3,683.5,693.3,657.8,1792.5,2307.1,2262.5,1733.9,692.3,649.5,624.7
596.4,590.1,592,588,629.2,1045.7,1619.8,1861.9,858.3,801.3,838.2,806.9,760.4,764.6,782.9,823.1,744.7,1832.4,2356.7,2256.8,1766.9,729.5,663.3,650
608.8,617.8,612.6,602.5,630.2,1426.3,1683.6,1822,876.1,848.7,829.7,800.4,811.7,817,813,796.4,807.4,1872.4,2295.4,2210.8,2098.3,714.7,667,642.2
608.8,610.1,621.1,613.1,673.6,1489.7,1789.2,1937.3,910.5,831.5,815.7,751.1,760.9,761.8,773.7,738.8,757.3,1781.9,1791.7,2260.1,1807.6,705,645.9,630.9
593.9,585.1,587.9,584.3,615.2,1399.5,1659.9,1891.9,872.1,852.8,806.3,804.5,779.5,784.6,765.3,771.1,735.3,1886.7,2297.4,2246.3,1797.2,709,642.8,616.4
585.6,588.4,575.8,572.7,584.1,1321.2,1536.2,1671.7,806.6,729.9,668.8,642.9,639.7,625.6,635.3,632.5,623.1,1584,1917.8,1974.3,1516.3,637.2,574,534.4
512.1,507.9,502.4,505.6,537.3,1227,1385.6,1439.6,655.7,628.1,645.6,637.4,562.1,561.5,555.2,552.2,567.3,739.5,1618.8,1492.3,1375,554.5,491.7,481.9
453.9,446.3,437.1,445.8,472.3,1057.4,1234.7,1374.1,714.6,680.1,631.8,619.7,606.6,600,591.9,575,583.5,1245.6,2219.3,2180.3,1735.8,651.7,589.2,569
536.2,533.8,532.8,538,584.7,1335.8,1531.2,1518.7,673.5,674.5,694.3,630.2,611.7,678.3,753.5,760.2,727.5,1608.8,2325.5,2287.8,1802.8,716.5,653.3,632.5
617.6,607.2,604.5,616.5,684.6,1482.1,1705.8,1830.9,841.2,792.3,859.5,760.1,746,729.9,766.4,771.4,734.2,1518.9,2229.6,2123.6,1722.7,710.4,674.2,646.7
617.3,599.3,605.4,598.1,622.1,1420,1733.7,1825.6,844.6,829.3,812.1,789.9,757.2,747.4,762.9,768.9,743,1749.9,2299.7,2306.1,1881.4,754.2,687.6,670.7
630.7,624.2,622.1,616.7,650.1,1432.3,1757.1,1883.5,856.2,829.1,814.9,805.7,795.8,779.8,746.2,760.2,756.4,1500.9,2338.8,2296.9,1823.1,739.2,670.7,648
620.3,605.2,603.4,594.5,640.8,1426.4,1720,1884.5,933.4,858.7,842.2,809.7,801.6,817.2,827.4,827.8,787.8,2049.1,2331.5,2306.8,1949.7,744,680.3,658.3
629.5,635.6,649.9,649.4,690.6,1495.9,1698.2,1883.9,917.2,857.4,828.5,833,808.6,829.4,842.8,833.3,790.3,1788.2,2285.7,2281.4,1968.1,758.2,706.2,640.9
637.7,624.5,609.2,619.7,636.8,1412.9,1705,1700.9,836,807.9,783.5,775.2,753.3,714.7,730.9,710.8,697.3,1513.2,2244.4,2229.4,1836.6,731.1,676.2,639.2
614.5,605.9,595,599.5,623.4,1417.8,1775.4,1930.4,871.5,848,833.1,825,809.4,837.9,820.5,816.3,748.6,1742.4,2201,2186.7,1742.3,725.6,694,668.1
630.7,631.2,600.6,612.1,662.7,1483.6,1742.4,1857.4,879.4,844.1,857,799.8,793.8,793.6,809.3,832.4,766.2,1740.7,2194.2,2199.6,1718.7,729.1,666.3,632.6
617.8,600.7,586.9,596.6,634.6,1372.8,1602.3,1745.7,836.7,814.8,811.4,810.9,793.9,776.6,775.4,782,731.6,1890.9,2285.8,2262.4,1891.4,746.1,684.3,650.2
624.2,626.1,632.1,634.9,680.1,1501.8,1764.5,1886.2,896.6,848.6,829.3,804.3,794.6,797.4,810.4,830.2,126.7,253.4,1307,2212.8,2089.9,736.1,696.6,670.9
678.6,656.1,662.9,666.5,695,1498.1,1804.3,1964.7,881.6,853.1,851.5,830.9,796.5,831.2,836.2,843.9,818.7,1569.3,2214,2360.5,2149.6,864.4,685.2,647.5
588.2,575.5,531.8,547.8,575.8,1434.9,1551.2,1623.6,824.7,863,835.1,828.6,801.4,796.6,823,803.9,775.1,1914.9,2354.3,2396,1965.2,769.6,744.1,718.7
710.9,670,656.8,659.2,680.7,1528.6,1745.8,1855.3,894.4,854,798.2,791.8,745.3,722.7,706.6,721.4,736.9,1798,2248.2,2373.4,2075.6,813,734.8,681.9
654.6,639.4,635.4,614.9,659.4,1471.7,1820.4,1936.7,912.6,905.7,869,854.9,822.9,856.6,827.7,836.7,849.4,1509.1,2382.7,2332.9,2169.4,873.6,762.7,707.8
694.1,663.7,667.5,655,704.6,1636.2,1882,2008.7,952.9,910.2,881.7,841.4,869.4,876.5,894.9,914.9,903.5,1733.4,2273.6,2336.5,1995.5,747.9,862,733.1
670,657.5,652.3,664.6,676.6,1535.8,1896.5,1950.2,860.2,864.3,873.9,865.4,852.6,863.8,864.4,876.3,853.5,1833.8,2353.7,2333.9,2231.8,840.8,727.1,704.7
681.1,643.5,650,664.7,693.8,1608.4,1859.8,1952.1,917.4,873.9,837.6,877.1,875.1,890.8,894.6,915.1,821.7,1750.2,2366.9,2413.6,2278.6,867.1,753.1,704
665.5,651.7,652.3,643.8,686.2,1524.3,1760.3,1939.7,949.5,873.6,885.8,842.1,850.7,873.5,881.3,901.4,837.2,1901.2,2333.1,2403.2,2275.7,838.2,723.1,693.3
685.8,680.8,675.4,683.1,726.5,360.8,1803.1,1845.4,915.9,865.9,891.4,891,121,788.8,103.5,825.3,852.6,1693.2,2456.1,2391.2,2338.9,849.8,759.8,734.6
705.6,687.1,665.3,665.3,719.9,1507.9,1813.1,1971.2,965.9,866.5,804.4,766.1,740.8,730.8,725.9,766.2,736.3,1538.5,2191.2,2332.2,2200.4,766.4,721.9,706.1
680.1,653.8,646.8,651.5,667,1523.5,1726.7,1771.4,886.2,858.7,864.9,840.8,824.4,835.7,801.9,807.1,793.7,1813.2,2251.8,2335.4,2173.1,825.2,759.6,680.7
699.5,665.9,669.8,676.8,752.3,1601.2,1777.6,1789.1,876.2,900.8,872.8,865.2,881.1,845.2,858.1,872.4,836.9,1756,2224.1,2331.2,2222.7,793.3,760.5,732.5
704.6,675.1,686.3,684.3,737.9,1591.9,1846.8,1966.5,793.5,906.5,842.5,858.9,861.1,856.6,883.9,884.9,859,1811.3,2292.8,2410,2284.8,843,770.1,739.6
710.3,697.7,687,695.8,746.7,1673.6,1884.8,1949.5,917,847.6,837.7,853.2,846,881.2,895.5,866.4,836.5,1955.6,2289.6,2415.6,2298.3,805.4,749.8,696.1
724.9,673,647.7,625.3,667.4,1482.6,1640.7,1834,893.9,861.5,917.5,886.3,869.8,883,899.7,885.7,844,1704.5,2311.1,2380.1,2246.9,787.5,756.7,727.2
707.1,685.3,686.3,674,680.1,1524.9,1681.1,1810.6,883.7,786.7,803,816,809.4,796.1,796,871.3,853.6,891.1,2418,2350.4,1913,577.9,541,544.7
525.3,540.9,528.4,547.6,559,1229.6,1402.6,1500.8,748.9,747.4,731.3,684.3,691.2,694.4,716.2,721,731.9,1397.6,2203.9,2275.8,2247.9,792.6,707.8,675.9
644.5,622,618.6,619.1,646.1,1487.7,1740.1,1857.7,897.2,901.1,852,852,839.4,868.1,886.5,880.8,846.1,1983.9,2318.2,2414.3,2248.3,801.5,763.5,713.6
689.9,667.8,663,642.7,680.5,1503.4,1776.1,1892.8,914.7,913.4,903,913.1,896.2,873,887.7,887.5,890.6,1852.2,2279.1,2360.2,2155.7,903.1,781.9,716.9
703.8,686.7,697.7,719.6,758.5,1601.9,1809.8,1942,943.9,916.7,933.8,942.4,924.9,939.8,956.9,932,874.3,1830.9,2320.6,2384.4,2195.3,831.5,382.3,814.3
776.3,772.3,737.9,739.2,712.8,1612,1781.8,1798.4,808.3,788.5,932.6,869.7,899.9,906.9,814.9,811.2,730,1477.4,1924.6,2251.7,1886.7,701.3,712,670.4
649.5,636.8,632.9,140.5,145.1,1351.3,1369,1263.1,690.6,740.1,749.7,761.8,779.9,873.3,842.4,865.8,810.3,1883.3,2227.2,2311.3,2210,810.4,771.2,740.1
692.4,693.3,672.1,687.8,728.4,1562.3,1726.5,1834.2,897.4,905,873.3,874.6,873.5,903.3,902.7,854.8,829.3,1740,2268.8,2402.3,2219.3,837,814.3,764.4
722.5,710,694.6,679.4,643.4,1457.8,1359.9,1449.5,750,658.5,665.4,745.3,736,721.4,756.7,736.1,741.2,1402.7,1780.8,1897.7,1943.7,851.2,749.2,718.6
687.6,680.6,679.6,671.1,667.7,1432.2,1714.9,1802.3,917.1,872.1,874.1,879.2,854.5,885.9,859.1,847.1,817.1,1729.5,2272.7,2387.1,2218.3,402.6,759.4,707.9
593.5,613.8,652.7,641.9,651.7,1373.8,1624.8,1841.7,899.6,850.4,891.7,906.4,873.9,867.5,852.6,847.8,103.5,1675.3,2201.7,2313.5,2219.7,784.2,749.1,720.1
692.3,685.6,683.7,698.6,699.6,1546.6,1701.7,1816.2,899.5,870,849.8,860.7,841.9,840.9,784.9,816.9,771.8,1703.4,2018.4,2258.1,2118.7,734.1,718.4,682.9
623.7,607.7,605.5,610.1,643,1418.6,1588.7,1699.3,871.9,848.6,892.4,958.5,856.3,865.9,856.6,868.4,802.5,1473.7,1612.9,1744.2,1705.3,784.5,745.4,730.7
693.7,682.3,669.5,686.7,715.7,1535.2,1729.1,1843.4,934.8,903.6,875.9,871.2,889.2,861.8,860.4,871.1,896.2,1667.3,2153.6,2301.8,2065.9,814.7,784.9,767
708,709.3,651.7,688.4,750.4,1531.7,1669.9,1829,936.9,917.4,902.2,898.2,910.9,880.2,886,887.1,812.9,1852.4,2178.8,2376.4,2292.6,829.3,790.5,759.3
